YEAR,MONTH,MONTH_CATEGORY,WEEK,DAY_CATEGORY,AGE_BUCKET,GENDER,RACE,PROVINCE,TOTAL_RECORDS,TOTAL_VIEWTIME_MINUTES,TOTAL_VIEWTIME_HOURS,AVG_VIEWTIME_MINUTES,AVG_VIEWTIME_HOURS
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,None,KwazuluNatal,3,2,0.03,0.67,0.01
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,None,Mpumalanga,8,132,2.2,16.5,0.28
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,None,NorthernCape,2,4,0.07,2,0.03
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,None,WesternCape,12,425,7.08,35.42,0.59
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,black,EasternCape,2,28,0.47,14,0.23
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,black,FreeState,3,130,2.17,43.33,0.72
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,black,Gauteng,51,243,4.05,4.76,0.08
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,black,KwazuluNatal,14,17,0.28,1.21,0.02
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,black,Limpopo,14,34,0.57,2.43,0.04
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,black,Mpumalanga,14,88,1.47,6.29,0.1
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,black,NorthWest,8,49,0.82,6.13,0.1
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,black,NorthernCape,6,2,0.03,0.33,0.01
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,black,WesternCape,9,14,0.23,1.56,0.03
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,coloured,EasternCape,12,31,0.52,2.58,0.04
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,coloured,Gauteng,8,60,1,7.5,0.13
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,coloured,KwazuluNatal,3,6,0.1,2,0.03
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,coloured,Mpumalanga,1,1,0.02,1,0.02
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,coloured,NorthernCape,4,0,0,0,0
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,coloured,WesternCape,61,393,6.55,6.44,0.11
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,indian_asian,EasternCape,7,158,2.63,22.57,0.38
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,indian_asian,FreeState,2,0,0,0,0
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,indian_asian,Gauteng,25,171,2.85,6.84,0.11
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,indian_asian,KwazuluNatal,21,22,0.37,1.05,0.02
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,indian_asian,Limpopo,36,217,3.62,6.03,0.1
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,indian_asian,Mpumalanga,6,69,1.15,11.5,0.19
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,indian_asian,WesternCape,2,7,0.12,3.5,0.06
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,other,Gauteng,1,2,0.03,2,0.03
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,other,KwazuluNatal,2,0,0,0,0
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,other,WesternCape,1,2,0.03,2,0.03
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,white,EasternCape,9,33,0.55,3.67,0.06
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,white,FreeState,1,1,0.02,1,0.02
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,white,Gauteng,35,477,7.95,13.63,0.23
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,white,KwazuluNatal,5,140,2.33,28,0.47
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,white,Mpumalanga,5,8,0.13,1.6,0.03
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,white,NorthWest,3,8,0.13,2.67,0.04
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,white,NorthernCape,3,32,0.53,10.67,0.18
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,white,WesternCape,10,16,0.27,1.6,0.03
2016,Feb,Normal_month,8,Weekday,Young Adulthood,male,,KwazuluNatal,1,0,0,0,0
2016,Feb,Normal_month,8,Weekday,Young Old,male,coloured,WesternCape,1,1,0.02,1,0.02
2016,Feb,Normal_month,8,Weekend,Adolescence,male,black,NorthWest,2,4,0.07,2,0.03
2016,Feb,Normal_month,8,Weekend,Adolescence,male,black,WesternCape,1,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Adolescence,male,white,Gauteng,2,4,0.07,2,0.03
2016,Feb,Normal_month,8,Weekend,Childhood,None,None,None,7,36,0.6,5.14,0.09
2016,Feb,Normal_month,8,Weekend,Eldest,female,None,EasternCape,2,13,0.22,6.5,0.11
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,female,black,EasternCape,2,2,0.03,1,0.02
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,None,KwazuluNatal,1,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,None,WesternCape,1,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,black,FreeState,1,5,0.08,5,0.08
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,black,Gauteng,7,16,0.27,2.29,0.04
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,black,KwazuluNatal,1,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,black,Limpopo,1,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,black,WesternCape,1,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,coloured,EasternCape,1,42,0.7,42,0.7
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,coloured,WesternCape,7,6,0.1,0.86,0.01
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,indian_asian,Gauteng,2,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,indian_asian,KwazuluNatal,1,2,0.03,2,0.03
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,white,EasternCape,1,2,0.03,2,0.03
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,white,Gauteng,4,68,1.13,17,0.28
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,white,NorthWest,1,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Middle Adulthood,male,white,WesternCape,1,20,0.33,20,0.33
2016,Feb,Normal_month,8,Weekend,Middle Childhood,female,black,WesternCape,2,2,0.03,1,0.02
2016,Feb,Normal_month,8,Weekend,Middle Childhood,male,indian_asian,Limpopo,1,27,0.45,27,0.45
2016,Feb,Normal_month,8,Weekend,Young Adulthood,female,None,Gauteng,2,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Young Adulthood,female,black,EasternCape,2,6,0.1,3,0.05
2016,Feb,Normal_month,8,Weekend,Young Adulthood,female,black,Gauteng,5,117,1.95,23.4,0.39
2016,Feb,Normal_month,8,Weekend,Young Adulthood,female,black,Mpumalanga,1,6,0.1,6,0.1
2016,Feb,Normal_month,8,Weekend,Young Adulthood,female,black,NorthernCape,1,1,0.02,1,0.02
2016,Feb,Normal_month,8,Weekend,Young Adulthood,female,black,WesternCape,2,34,0.57,17,0.28
2016,Feb,Normal_month,8,Weekend,Young Adulthood,female,coloured,WesternCape,4,3,0.05,0.75,0.01
2016,Feb,Normal_month,8,Weekend,Young Adulthood,female,indian_asian,Gauteng,1,2,0.03,2,0.03
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,None,EasternCape,4,8,0.13,2,0.03
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,None,Gauteng,2,1,0.02,0.5,0.01
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,None,Mpumalanga,3,1,0.02,0.33,0.01
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,None,WesternCape,4,3,0.05,0.75,0.01
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,black,EasternCape,1,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,black,FreeState,3,43,0.72,14.33,0.24
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,black,Gauteng,30,396,6.6,13.2,0.22
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,black,KwazuluNatal,5,25,0.42,5,0.08
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,black,Limpopo,8,57,0.95,7.13,0.12
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,black,Mpumalanga,7,37,0.62,5.29,0.09
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,black,NorthWest,3,3,0.05,1,0.02
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,black,NorthernCape,1,3,0.05,3,0.05
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,black,WesternCape,8,24,0.4,3,0.05
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,coloured,EasternCape,3,15,0.25,5,0.08
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,coloured,KwazuluNatal,1,11,0.18,11,0.18
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,coloured,Mpumalanga,1,0,0,0,0
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,coloured,NorthernCape,1,3,0.05,3,0.05
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,coloured,WesternCape,19,264,4.4,13.89,0.23
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,indian_asian,EasternCape,5,128,2.13,25.6,0.43
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,indian_asian,Gauteng,9,141,2.35,15.67,0.26
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,indian_asian,KwazuluNatal,5,29,0.48,5.8,0.1
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,indian_asian,Limpopo,12,204,3.4,17,0.28
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,indian_asian,Mpumalanga,2,4,0.07,2,0.03
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,indian_asian,WesternCape,1,5,0.08,5,0.08
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,other,Gauteng,4,134,2.23,33.5,0.56
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,white,EasternCape,1,2,0.03,2,0.03
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,white,Gauteng,8,130,2.17,16.25,0.27
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,white,KwazuluNatal,2,4,0.07,2,0.03
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,white,Mpumalanga,4,9,0.15,2.25,0.04
2016,Feb,Normal_month,8,Weekend,Young Adulthood,male,white,WesternCape,3,2,0.03,0.67,0.01
2016,Jan,Normal_month,1,Weekday,Adolescence,female,black,EasternCape,1,9,0.15,9,0.15
2016,Jan,Normal_month,1,Weekday,Adolescence,male,None,Gauteng,1,1,0.02,1,0.02
2016,Jan,Normal_month,1,Weekday,Adolescence,male,black,Limpopo,2,21,0.35,10.5,0.18
2016,Jan,Normal_month,1,Weekday,Adolescence,male,black,Mpumalanga,1,9,0.15,9,0.15
2016,Jan,Normal_month,1,Weekday,Adolescence,male,other,EasternCape,2,4,0.07,2,0.03
2016,Jan,Normal_month,1,Weekday,Adolescence,male,white,Mpumalanga,1,6,0.1,6,0.1
2016,Jan,Normal_month,1,Weekday,Childhood,None,None,None,16,34,0.57,2.13,0.04
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,female,black,EasternCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,female,black,FreeState,1,1,0.02,1,0.02
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,female,black,Gauteng,3,74,1.23,24.67,0.41
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,female,indian_asian,Mpumalanga,1,1,0.02,1,0.02
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,female,white,Gauteng,2,10,0.17,5,0.08
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,female,white,KwazuluNatal,1,80,1.33,80,1.33
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,None,Gauteng,3,2,0.03,0.67,0.01
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,None,Mpumalanga,1,17,0.28,17,0.28
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,None,WesternCape,3,10,0.17,3.33,0.06
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,black,EasternCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,black,FreeState,2,41,0.68,20.5,0.34
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,black,Gauteng,18,74,1.23,4.11,0.07
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,black,KwazuluNatal,5,267,4.45,53.4,0.89
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,black,Limpopo,3,3,0.05,1,0.02
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,black,Mpumalanga,3,3,0.05,1,0.02
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,black,NorthWest,2,6,0.1,3,0.05
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,black,WesternCape,2,6,0.1,3,0.05
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,coloured,EasternCape,2,32,0.53,16,0.27
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,coloured,FreeState,2,1,0.02,0.5,0.01
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,coloured,NorthernCape,3,5,0.08,1.67,0.03
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,coloured,WesternCape,7,113,1.88,16.14,0.27
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,indian_asian,Gauteng,1,23,0.38,23,0.38
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,indian_asian,KwazuluNatal,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,other,Gauteng,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,other,WesternCape,2,4,0.07,2,0.03
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,white,EasternCape,1,14,0.23,14,0.23
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,white,Gauteng,5,15,0.25,3,0.05
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,white,KwazuluNatal,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Middle Adulthood,male,white,WesternCape,1,52,0.87,52,0.87
2016,Jan,Normal_month,1,Weekday,Middle Childhood,female,None,EasternCape,3,8,0.13,2.67,0.04
2016,Jan,Normal_month,1,Weekday,Middle Childhood,female,coloured,Mpumalanga,1,6,0.1,6,0.1
2016,Jan,Normal_month,1,Weekday,Middle Childhood,female,indian_asian,WesternCape,1,2,0.03,2,0.03
2016,Jan,Normal_month,1,Weekday,Middle Childhood,male,coloured,WesternCape,3,5,0.08,1.67,0.03
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,None,FreeState,1,10,0.17,10,0.17
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,None,Gauteng,5,3,0.05,0.6,0.01
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,None,NorthernCape,2,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,black,EasternCape,1,16,0.27,16,0.27
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,black,FreeState,2,1,0.02,0.5,0.01
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,black,Gauteng,6,38,0.63,6.33,0.11
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,black,KwazuluNatal,9,124,2.07,13.78,0.23
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,black,Limpopo,2,9,0.15,4.5,0.08
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,black,Mpumalanga,4,5,0.08,1.25,0.02
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,black,NorthWest,3,1,0.02,0.33,0.01
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,black,NorthernCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,black,WesternCape,3,35,0.58,11.67,0.19
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,coloured,Gauteng,2,13,0.22,6.5,0.11
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,coloured,NorthernCape,1,32,0.53,32,0.53
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,coloured,WesternCape,2,7,0.12,3.5,0.06
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,indian_asian,Limpopo,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,indian_asian,WesternCape,1,4,0.07,4,0.07
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,other,WesternCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,white,KwazuluNatal,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,white,Limpopo,1,2,0.03,2,0.03
2016,Jan,Normal_month,1,Weekday,Young Adulthood,female,white,WesternCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,None,Gauteng,3,56,0.93,18.67,0.31
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,None,KwazuluNatal,4,16,0.27,4,0.07
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,None,Limpopo,1,1,0.02,1,0.02
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,None,Mpumalanga,4,18,0.3,4.5,0.08
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,None,WesternCape,3,103,1.72,34.33,0.57
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,black,EasternCape,24,70,1.17,2.92,0.05
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,black,Gauteng,47,397,6.62,8.45,0.14
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,black,KwazuluNatal,18,153,2.55,8.5,0.14
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,black,Limpopo,7,23,0.38,3.29,0.05
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,black,Mpumalanga,17,125,2.08,7.35,0.12
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,black,NorthWest,7,27,0.45,3.86,0.06
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,black,NorthernCape,4,2,0.03,0.5,0.01
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,black,WesternCape,6,89,1.48,14.83,0.25
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,coloured,EasternCape,5,198,3.3,39.6,0.66
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,coloured,Gauteng,2,8,0.13,4,0.07
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,coloured,KwazuluNatal,1,27,0.45,27,0.45
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,coloured,Mpumalanga,1,7,0.12,7,0.12
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,coloured,WesternCape,19,167,2.78,8.79,0.15
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,indian_asian,Gauteng,7,11,0.18,1.57,0.03
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,indian_asian,KwazuluNatal,4,44,0.73,11,0.18
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,indian_asian,Limpopo,1,12,0.2,12,0.2
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,indian_asian,Mpumalanga,1,60,1,60,1
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,indian_asian,WesternCape,1,22,0.37,22,0.37
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,other,Gauteng,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,other,WesternCape,1,1,0.02,1,0.02
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,white,EasternCape,5,80,1.33,16,0.27
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,white,FreeState,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,white,Gauteng,18,151,2.52,8.39,0.14
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,white,Mpumalanga,1,3,0.05,3,0.05
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,white,NorthWest,1,0,0,0,0
2016,Jan,Normal_month,1,Weekday,Young Adulthood,male,white,WesternCape,5,33,0.55,6.6,0.11
2016,Jan,Normal_month,1,Weekend,Adolescence,male,black,Limpopo,3,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Childhood,None,None,None,7,60,1,8.57,0.14
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,female,black,Gauteng,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,None,EasternCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,None,WesternCape,2,38,0.63,19,0.32
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,black,Gauteng,8,128,2.13,16,0.27
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,black,KwazuluNatal,2,67,1.12,33.5,0.56
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,black,Mpumalanga,1,1,0.02,1,0.02
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,black,WesternCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,coloured,EasternCape,2,7,0.12,3.5,0.06
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,coloured,FreeState,1,10,0.17,10,0.17
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,coloured,Mpumalanga,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,coloured,WesternCape,2,5,0.08,2.5,0.04
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,white,FreeState,1,2,0.03,2,0.03
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,white,KwazuluNatal,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Middle Adulthood,male,white,NorthernCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Middle Childhood,female,indian_asian,EasternCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Middle Childhood,female,other,WesternCape,1,39,0.65,39,0.65
2016,Jan,Normal_month,1,Weekend,Young Adulthood,female,black,EasternCape,1,36,0.6,36,0.6
2016,Jan,Normal_month,1,Weekend,Young Adulthood,female,black,Gauteng,4,1,0.02,0.25,0
2016,Jan,Normal_month,1,Weekend,Young Adulthood,female,black,Limpopo,1,14,0.23,14,0.23
2016,Jan,Normal_month,1,Weekend,Young Adulthood,female,black,Mpumalanga,1,2,0.03,2,0.03
2016,Jan,Normal_month,1,Weekend,Young Adulthood,female,black,WesternCape,1,1,0.02,1,0.02
2016,Jan,Normal_month,1,Weekend,Young Adulthood,female,coloured,WesternCape,2,3,0.05,1.5,0.03
2016,Jan,Normal_month,1,Weekend,Young Adulthood,female,indian_asian,WesternCape,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Young Adulthood,female,white,FreeState,1,5,0.08,5,0.08
2016,Jan,Normal_month,1,Weekend,Young Adulthood,female,white,WesternCape,1,3,0.05,3,0.05
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,None,Gauteng,1,16,0.27,16,0.27
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,None,Mpumalanga,1,22,0.37,22,0.37
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,None,WesternCape,7,44,0.73,6.29,0.1
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,black,EasternCape,7,241,4.02,34.43,0.57
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,black,FreeState,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,black,Gauteng,20,75,1.25,3.75,0.06
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,black,KwazuluNatal,3,10,0.17,3.33,0.06
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,black,Limpopo,6,8,0.13,1.33,0.02
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,black,Mpumalanga,6,55,0.92,9.17,0.15
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,black,NorthWest,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,black,WesternCape,2,127,2.12,63.5,1.06
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,coloured,Gauteng,2,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,coloured,WesternCape,15,112,1.87,7.47,0.12
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,indian_asian,Gauteng,1,51,0.85,51,0.85
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,indian_asian,KwazuluNatal,4,12,0.2,3,0.05
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,indian_asian,Mpumalanga,1,2,0.03,2,0.03
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,white,Gauteng,4,33,0.55,8.25,0.14
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,white,Mpumalanga,1,0,0,0,0
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,white,NorthWest,2,4,0.07,2,0.03
2016,Jan,Normal_month,1,Weekend,Young Adulthood,male,white,WesternCape,1,1,0.02,1,0.02
2016,Jan,Normal_month,1,Weekend,Young Old,male,coloured,WesternCape,1,1,0.02,1,0.02
2016,Jan,Normal_month,2,Weekday,Adolescence,female,black,EasternCape,1,4,0.07,4,0.07
2016,Jan,Normal_month,2,Weekday,Adolescence,female,black,Mpumalanga,2,194,3.23,97,1.62
2016,Jan,Normal_month,2,Weekday,Adolescence,male,black,Gauteng,9,92,1.53,10.22,0.17
2016,Jan,Normal_month,2,Weekday,Adolescence,male,coloured,EasternCape,1,0,0,0,0
2016,Jan,Normal_month,2,Weekday,Adolescence,male,coloured,WesternCape,1,2,0.03,2,0.03
2016,Jan,Normal_month,2,Weekday,Adolescence,male,white,EasternCape,1,0,0,0,0
2016,Jan,Normal_month,2,Weekday,Childhood,None,None,None,12,65,1.08,5.42,0.09
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,female,black,EasternCape,1,44,0.73,44,0.73
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,female,indian_asian,Gauteng,1,0,0,0,0
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,female,white,WesternCape,1,0,0,0,0
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,male,None,Gauteng,4,3,0.05,0.75,0.01
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,male,black,EasternCape,4,3,0.05,0.75,0.01
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,male,black,FreeState,1,179,2.98,179,2.98
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,male,black,Gauteng,21,141,2.35,6.71,0.11
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,male,black,KwazuluNatal,6,30,0.5,5,0.08
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,male,black,Limpopo,3,24,0.4,8,0.13
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,male,black,Mpumalanga,7,117,1.95,16.71,0.28
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,male,black,NorthWest,1,0,0,0,0
2016,Jan,Normal_month,2,Weekday,Middle Adulthood,male,black,WesternCape,1,0,0,0,0
